id,smiles,tags
2742,Cc1cc(CN(C)CC(O)c2ccc3c(c2)OCO3)no1,"{'iter1 exported merges', 'iter1 scaffolds'}"
2845,O=C(NCCc1ccno1)C1CCN(c2cc(=O)[nH]cn2)CC1,"{'iter1 exported merges', 'iter1 scaffolds'}"
3182,N#Cc1noc(N2CCCCC2)c1Cl,"{'iter1 exported merges', 'iter1 scaffolds'}"
3183,N#CCc1noc(N2CCCCC2)c1Cl,"{'iter1 exported merges', 'iter1 scaffolds'}"
3209,CC(C)(CNC(=O)c1cc(-c2ccoc2)on1)N1CCCCC1,"{'iter1 exported merges', 'iter1 scaffolds'}"
3233,CS(=O)(=O)CCCCCNC(=O)c1cc(CN2CCCCC2)on1,"{'iter1 exported merges', 'iter1 scaffolds'}"
3251,c1ccc(-c2cc(CN3CCCCC3)on2)cc1,"{'iter1 exported merges', 'iter1 scaffolds'}"
3254,COCCN(C)CCCNC(=O)c1cc(CN2CCCCC2)on1,"{'iter1 exported merges', 'iter1 scaffolds'}"
3264,O=C(NCCOC(F)F)c1cc(CN2CCCCC2)on1,"{'iter1 exported merges', 'iter1 scaffolds'}"
3324,c1c(C2CCNCC2)noc1CN1CCNCC1,"{'iter1 exported merges', 'iter1 scaffolds'}"
3360,c1nc2n(n1)CCN(Cc1cc(C3CCNCC3)no1)C2,"{'iter1 exported merges', 'iter1 scaffolds'}"
3495,CC(C)(CNC(=O)c1cc(CS(C)(=O)=O)on1)C1CCCN1,"{'iter1 exported merges', 'iter1 scaffolds'}"
3992,O=S(=O)(Nc1cnoc1)c1ccc2c(c1)OCCO2,"{'iter1 exported merges', 'iter1 scaffolds'}"
3994,Cc1oncc1NS(=O)(=O)c1ccc2c(c1)OCCO2,"{'iter1 exported merges', 'iter1 scaffolds'}"
3996,O=C(CCc1ccc2c(c1)OCCO2)OCCSCc1ccno1,"{'iter1 exported merges', 'iter1 scaffolds'}"
4029,Cc1cc(NCc2ccc3c(c2)OCCO3)no1,"{'iter1 exported merges', 'iter1 scaffolds'}"
4044,Cc1cc(CN(C)CC(O)c2ccc3c(c2)OCCCO3)no1,"{'iter1 exported merges', 'iter1 scaffolds'}"
4445,c1cc(N2CCCCC2)ns1,"{'iter1 exported merges', 'iter1 scaffolds'}"
5312,COC(CNC(=O)c1cc(C2CNC2)no1)c1ccccc1,"{'iter1 exported merges', 'iter1 scaffolds'}"
5314,COCC(NC(=O)c1cc(C2CNC2)no1)C1CCOCC1,"{'iter1 exported merges', 'iter1 scaffolds'}"
5315,COC(CNC(=O)c1cc(C2CNC2)no1)C1CCC1,"{'iter1 exported merges', 'iter1 scaffolds'}"
5316,COCC(NC(=O)c1cc(C2CNC2)no1)c1nnn[nH]1,"{'iter1 exported merges', 'iter1 scaffolds'}"
5327,O=C(NCC(O)COCC1CC1)c1cc(C2CNC2)no1,"{'iter1 exported merges', 'iter1 scaffolds'}"
5856,CC(CNC(=O)c1ccc2ccn(C)c2c1)N1CCCCC1,"{'iter1 exported merges', 'iter1 scaffolds'}"
5867,c1cc2ccc(CN(CCN3CCCCC3)C3CCCNC3)cc2[nH]1,"{'iter1 exported merges', 'iter1 scaffolds'}"
5868,O=C(NC1CC(N2CCCCC2)C1)c1ccc2cc[nH]c2c1,"{'iter1 exported merges', 'iter1 scaffolds'}"
5906,CC(COC(=O)c1ccc2ccn(C)c2c1)N1CCCCC1,"{'iter1 exported merges', 'iter1 scaffolds'}"
5911,CC(CNC(=O)C(=O)Nc1ccc2cc[nH]c2c1)N1CCCCC1,"{'iter1 exported merges', 'iter1 scaffolds'}"
6162,CCCn1cnnc1C1CCCN1,"{'iter1 exported merges', 'iter1 scaffolds'}"
6421,Cc1cc(CNCCOC2CNC2)sn1,"{'iter1 exported merges', 'iter1 scaffolds'}"
6717,CC(C)N1CCC(CNS(C)(=O)=O)C1,"{'iter1 exported merges', 'iter1 scaffolds'}"
6727,CC(C)N1CCC(CNS(=O)(=O)CC#N)C1,"{'iter1 exported merges', 'iter1 scaffolds'}"
7035,CN(Cc1cnco1)CC(O)COCc1ccc2c(c1)OCO2,"{'iter1 exported merges', 'iter1 scaffolds'}"
7036,CN(Cc1ccns1)CC(O)COCc1ccc2c(c1)OCO2,"{'iter1 exported merges', 'iter1 scaffolds'}"
7068,COc1cc2c(cc1CNCC(F)(F)c1cccnc1)OCO2,"{'iter1 exported merges', 'iter1 scaffolds'}"
7190,O=C(NCC1CCCCS1)c1cc(C2CCC2)no1,"{'iter1 exported merges', 'iter1 scaffolds'}"
7247,O=C(NCCCN1CCCCCC1=O)c1cc(C2CNC2)no1,"{'iter1 exported merges', 'iter1 scaffolds'}"
7248,O=C(NC(CF)C(F)(F)F)c1cc(C2CNC2)no1,"{'iter1 exported merges', 'iter1 scaffolds'}"
7272,CCS(=O)(=Nc1ccn2cnnc2c1)NCc1ccc2c(c1)OCO2,"{'manual design', 'iter1 scaffolds'}"
7273,NC(=O)C1CCCN1COc1ccc2[nH]c(Sc3cccc4nncn34)nc2c1,"{'manual design', 'iter1 scaffolds'}"
