Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms upload name,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms short tag,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Crystalforms alias,Pose,[Other] iter1_frags,[Other] upload_1 2025-02-11
7go9-a,7go9_A_201_v1,7go9,,O=C(c1cn[nH]c1)N1CCCC1,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2m - 7goi/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go9-a,False,True
7gqg-a,7gqg_B_201_v1,7gqg,,O=C(O)c1cccc(Nc2ncccn2)c1,7gpw/B/74/B_v1,True,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2n - 7gou/B/202/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2n - 7gou/B/202/1,A1 - monomer,F2 - EVD68_Reference_20230131,3a - 7gpw/B/202,3 - 7gpw/B/202/1,F2n - 7gou/B/202/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqg-a,False,True
7gqp-a,7gqp_A_201_v1,7gqp,,N#Cc1cnc[nH]1,7gq5/B/115/A_v1,True,10c - 7gqp/A/201,10 - 7gq5/A/201/1,F2af - 7gq5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,10c - 7gqp/A/201,10 - 7gq5/A/201/1,F2af - 7gq5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,10c - 7gqp/A/201,10 - 7gq5/A/201/1,F2af - 7gq5/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqp-a,False,True
7gq2-a,7gq2_A_201_v1,7gq2,,NC1=NCCCN1,7gq2/A/79/A_v1,True,26a - 7gq2/A/201,26 - 7gq2/A/201/1,F2aw - 7gq2/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,26a - 7gq2/A/201,26 - 7gq2/A/201/1,F2aw - 7gq2/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,26a - 7gq2/A/201,26 - 7gq2/A/201/1,F2aw - 7gq2/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gq2-a,False,True
7gqa-a,7gqa_B_201_v1,7gqa,,Cn1c(CO)nc2ccccc21,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqa-a,False,True
7gob-a,7gob_B_201_v1,7gob,,Cc1cc(F)cc(S(N)(=O)=O)c1,7gob/B/101/B_v1,True,15a - 7gob/B/201,15 - 7gob/B/201/1,F2al - 7gob/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,15a - 7gob/B/201,15 - 7gob/B/201/1,F2al - 7gob/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,15a - 7gob/B/201,15 - 7gob/B/201/1,F2al - 7gob/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gob-a,False,True
7go2-a,7go2_A_201_v1,7go2,,c1cn2cnnc2cn1,7gp9/A/163/A_v1,True,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,1a - 7gp9/A/201,1 - 7gp9/A/201/1,F2b - 7gp9/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go2-a,True,True
7go4-a,7go4_B_201_v1,7go4,,Oc1cc(O)n2ccnc2n1,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go4-a,False,True
7go4-b,7go4_B_202_v1,7go4,,Oc1cc(O)n2ccnc2n1,D68EV3CPROB-x1120/B/115/A_v1,True,5b - 7go4/B/202,5 - D68EV3CPROB-x1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,5b - 7go4/B/202,5 - B1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,5b - 7go4/B/202,5 - B1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go4-b,False,True
7gqe-a,7gqe_B_201_v1,7gqe,,O=C(NC1CC1)c1ccccc1O,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gqe-a,False,True
7goc-a,7goc_B_201_v1,7goc,,CC=C=CN(C)C1CCS(=O)(=O)CC1,7goc/B/106/B_v1,True,16a - 7goc/B/201,16 - 7goc/B/201/1,F2am - 7goc/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,16a - 7goc/B/201,16 - 7goc/B/201/1,F2am - 7goc/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,16a - 7goc/B/201,16 - 7goc/B/201/1,F2am - 7goc/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7goc-a,False,True
7gq8-a,7gq8_B_201_v1,7gq8,,Nc1ccc(SC(F)F)cc1,D68EV3CPROB-x1120/B/115/A_v1,True,5i - 7gq8/B/201,5 - D68EV3CPROB-x1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,5i - 7gq8/B/201,5 - B1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,5i - 7gq8/B/201,5 - B1120/A/308/1,F2r - 7goj/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gq8-a,False,True
7gph-a,7gph_B_201_v1,7gph,,CS(=O)(=O)C[C@H](O)c1ccccc1,7gon/B/47/B_v1,True,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,2a - 7gon/B/201,2 - 7gon/B/201/1,F2j - 7gqb/B/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7gph-a,False,True
7go8-a,7go8_A_201_v1,7go8,,O=C(O)c1ccnn1C1CCOCC1,7gp7/A/6/A_v1,True,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2q - 7gp7/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2q - 7gp7/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,4a - 7gp7/A/201,4 - 7gp7/A/201/1,F2q - 7gp7/A/201/1,A1 - monomer,F2 - EVD68_Reference_20230131,7go8-a,False,True
